CAD Net,X1 (in),Y1 (in),X2 (in),Y2 (in),Width (in),Layer,Xarc (in),Yarc (in),Radius (in)
AUX2-OUT,32.689331,17.175078,32.714921,17.175078,0.009842,"Top Layer",,,
AUX2-OUT,32.714921,17.154901,32.714921,17.175078,0.009842,"Top Layer",,,
AUX2-OUT,32.688507,17.073506,32.714921,17.099921,0.009842,"Top Layer",,,
AUX2-OUT,32.714921,17.099921,32.714921,17.154901,0.009842,"Top Layer",,,
AUX3-OUT,32.689331,16.94374,32.714921,16.94374,0.009842,"Top Layer",,,
AUX3-OUT,32.670933,17.053425,32.687582,17.053425,0.009842,"Top Layer",,,
AUX3-OUT,32.714921,16.94374,32.714921,17.026086,0.009842,"Top Layer",,,
AUX3-OUT,32.687582,17.053425,32.714921,17.026086,0.009842,"Top Layer",,,
AUX3-OUT,32.286531,17.053425,32.670933,17.053425,0.009842,"Top Layer",,,
3V3,32.63815,17.175078,32.639083,17.174145,0.011811,"Top Layer",,,
3V3,32.639083,17.119488,32.639083,17.174145,0.011811,"Top Layer",,,
3V3,32.639083,17.119488,32.640016,17.118555,0.011811,"Top Layer",,,
AUX2-OUT,32.281558,17.073506,32.688507,17.073506,0.009842,"Top Layer",,,
3V3,32.349764,17.695275,32.350571,17.694468,0.011811,"Top Layer",,,
3V3,32.350571,17.642181,32.350571,17.694468,0.011811,"Top Layer",,,
3V3,32.350571,17.642181,32.351378,17.641375,0.011811,"Top Layer",,,
SENSOR-5V-FB,32.315813,17.295157,32.316929,17.294042,0.01,"Top Layer",,,
NetR32_2,32.66374,17.232146,32.702125,17.27053,0.01,"Top Layer",,,
NetR33_2,32.575062,17.271231,32.612559,17.233734,0.009842,"Top Layer",,,
NetR33_2,32.612559,17.175078,32.612559,17.233734,0.009842,"Top Layer",,,
NetR32_2,32.66374,17.175078,32.66374,17.232146,0.01,"Top Layer",,,
3V3,32.63815,17.175078,32.63815,17.29423,0.011811,"Top Layer",,,
3V3,31.442719,15.423602,31.442719,15.657696,0.019685,"Top Layer",,,
3V3,31.445416,15.660393,31.547244,15.660393,0.011811,"Top Layer",,,
3V3,31.053418,16.055029,31.053418,16.061461,0.011811,"Top Layer",,,
3V3,31.004921,16.006532,31.053418,16.055029,0.011811,"Top Layer",,,
3V3,31.442719,15.657696,31.445416,15.660393,0.011811,"Top Layer",,,
3V3,31.547244,15.660393,31.734252,15.8474,0.011811,"Top Layer",,,
3V3,31.734252,15.8474,31.734252,16.031318,0.011811,"Top Layer",,,
SELECT,31.665354,15.89039,31.665354,15.932024,0.009842,"Top Layer",,,
SELECT,31.665197,15.932181,31.665354,15.932024,0.009842,"Top Layer",,,
SENSOR-5V,33.019644,16.567047,33.090739,16.567047,0.019685,"Top Layer",,,
SENSOR-5V,32.894685,16.692007,32.894685,17.151217,0.019685,"Top Layer",,,
SENSOR-5V,32.894685,16.692007,33.019644,16.567047,0.019685,"Top Layer",,,
SENSOR-5V,33.090799,16.567108,33.357305,16.567108,0.019685,"Top Layer",,,
AUX3-IN,32.73275,17.425715,32.928058,17.425715,0.007874,"Top Layer",,,
AUX3-IN,32.928058,17.425715,33.031539,17.322234,0.007874,"Top Layer",,,
AUX3-IN,32.702125,17.39509,32.73275,17.425715,0.007874,"Top Layer",,,
AUX4-IN,32.621963,17.441463,32.949493,17.441463,0.007874,"Top Layer",,,
AUX4-IN,32.575062,17.394563,32.621963,17.441463,0.007874,"Top Layer",,,
AUX4-IN,32.949493,17.441463,33.090799,17.300157,0.007874,"Top Layer",,,
AUX3-IN,32.702125,17.360176,32.702125,17.39509,0.007874,"Top Layer",,,
AUX3-IN,33.09113,17.145068,33.092779,17.145068,0.007874,"Top Layer",,,
AUX3-IN,33.031539,17.20466,33.09113,17.145068,0.007874,"Top Layer",,,
AUX3-IN,33.031539,17.20466,33.031539,17.322234,0.007874,"Top Layer",,,
AUX4-IN,33.090799,17.247739,33.090799,17.300157,0.007874,"Top Layer",,,
AUX4-IN,33.090799,17.247739,33.093124,17.245414,0.007874,"Top Layer",,,
AUX4-IN,32.575062,17.360797,32.575062,17.394563,0.007874,"Top Layer",,,
AUX3-IN,33.092779,17.145068,33.093124,17.145414,0.007874,"Top Layer",,,
SENSOR4-IN,32.469926,16.84582,32.469926,16.880533,0.009842,"Top Layer",,,
SENSOR4-IN,32.464969,16.840862,32.469926,16.84582,0.009842,"Top Layer",,,
SENSOR4-IN,32.464969,16.840862,32.472926,16.832906,0.009842,"Top Layer",,,
SENSOR3-IN,33.138782,16.219004,33.190739,16.167047,0.007874,"Top Layer",,,
SENSOR3-IN,33.031539,16.219004,33.138782,16.219004,0.007874,"Top Layer",,,
SENSOR3-IN,32.99107,16.259472,33.031539,16.219004,0.007874,"Top Layer",,,
SENSOR3-IN,32.99107,16.259472,32.99107,16.326392,0.007874,"Top Layer",,,
SENSOR7-IN,32.942284,16.159006,32.942284,16.295547,0.007874,"Top Layer",,,
SENSOR8-IN,32.975322,16.214649,32.975322,16.3128,0.007874,"Top Layer",,,
SENSOR8-IN,32.602017,16.686105,32.602017,16.765118,0.007874,"Top Layer",,,
SENSOR7-IN,32.822414,16.415416,32.942284,16.295547,0.007874,"Top Layer",,,
SENSOR7-IN,32.726219,16.415416,32.822414,16.415416,0.007874,"Top Layer",,,
SENSOR8-IN,32.602017,16.686105,32.869109,16.419013,0.007874,"Top Layer",,,
SENSOR2-IN,32.959574,16.177149,32.959574,16.304885,0.007874,"Top Layer",,,
SENSOR8-IN,32.869109,16.419013,32.975322,16.3128,0.007874,"Top Layer",,,
SENSOR3-IN,32.665994,16.651468,32.665994,16.765118,0.007874,"Top Layer",,,
SENSOR3-IN,32.665994,16.651468,32.99107,16.326392,0.007874,"Top Layer",,,
SENSOR8-IN,33.022925,16.167047,33.090739,16.167047,0.007874,"Top Layer",,,
SENSOR8-IN,32.975322,16.214649,33.022925,16.167047,0.007874,"Top Layer",,,
SENSOR2-IN,32.566529,16.351732,32.566529,16.390558,0.007874,"Top Layer",,,
SENSOR7-IN,33.034242,16.067047,33.090739,16.067047,0.007874,"Top Layer",,,
SENSOR7-IN,32.942284,16.159006,33.034242,16.067047,0.007874,"Top Layer",,,
SENSOR2-IN,32.959574,16.177149,33.022925,16.113799,0.007874,"Top Layer",,,
SENSOR7-IN,32.693308,16.351337,32.693308,16.382506,0.007874,"Top Layer",,,
SENSOR7-IN,32.693308,16.382506,32.726219,16.415416,0.007874,"Top Layer",,,
SENSOR2-IN,33.143987,16.113799,33.190739,16.067047,0.007874,"Top Layer",,,
SENSOR2-IN,33.022925,16.113799,33.143987,16.113799,0.007874,"Top Layer",,,
SENSOR0-IN,33.190739,15.7642,33.190739,15.867047,0.01,"Top Layer",,,
SENSOR0-IN,33.086931,15.660393,33.190739,15.7642,0.01,"Top Layer",,,
SENSOR0-IN,32.643339,15.660393,33.086931,15.660393,0.01,"Top Layer",,,
SENSOR0-IN,32.594843,15.708889,32.594843,15.767086,0.01,"Top Layer",,,
SENSOR0-IN,32.594843,15.708889,32.643339,15.660393,0.01,"Top Layer",,,
SENSOR5-IN,33.090739,15.784279,33.090739,15.867047,0.01,"Top Layer",,,
SENSOR5-IN,33.001009,15.694549,33.090739,15.784279,0.01,"Top Layer",,,
SENSOR5-IN,32.679488,15.694549,33.001009,15.694549,0.01,"Top Layer",,,
SENSOR5-IN,32.658819,15.715218,32.658819,15.767086,0.01,"Top Layer",,,
SENSOR5-IN,32.658819,15.715218,32.679488,15.694549,0.01,"Top Layer",,,
SENSOR-5V,33.357305,16.567108,33.357365,16.567168,0.019685,"Top Layer",,,
SENSOR-5V,33.090739,16.567047,33.090799,16.567108,0.019685,"Top Layer",,,
SENSOR-5V,33.357365,16.506145,33.357365,16.567168,0.019685,"Top Layer",,,
AUX2-IN,32.57764,17.930066,33.193124,17.314581,0.009842,"Top Layer",,,
AUX2-IN,33.193124,17.245414,33.193124,17.314581,0.009842,"Top Layer",,,
AUX2-IN,32.428865,17.930066,32.57764,17.930066,0.009842,"Top Layer",,,
PRESSURE-IN,32.327795,17.950289,32.582471,17.950289,0.009842,"Top Layer",,,
PRESSURE-IN,32.837485,17.695275,33.182204,17.695275,0.009842,"Top Layer",,,
PRESSURE-IN,32.582471,17.950289,32.837485,17.695275,0.009842,"Top Layer",,,
AUX2-IN,32.413254,17.914454,32.428865,17.930066,0.009842,"Top Layer",,,
PRESSURE-IN,32.286239,17.908732,32.327795,17.950289,0.009842,"Top Layer",,,
PRESSURE-IN,32.286239,17.861693,32.286239,17.908732,0.009842,"Top Layer",,,
NetR31_2,32.502553,16.284803,32.566529,16.284803,0.009842,"Top Layer",,,
3V3,32.628307,16.17311,32.628307,16.285557,0.011811,"Top Layer",,,
NetR30_2,32.653898,16.22236,32.693308,16.26177,0.009842,"Top Layer",,,
NetR30_2,32.653898,16.17311,32.653898,16.22236,0.009842,"Top Layer",,,
NetR31_2,32.566529,16.262165,32.602717,16.225977,0.009842,"Top Layer",,,
NetR31_2,32.602717,16.17311,32.602717,16.225977,0.009842,"Top Layer",,,
NetR31_2,32.566529,16.262165,32.566529,16.284803,0.009842,"Top Layer",,,
SENSOR9-IN,32.274478,16.832965,32.276282,16.831161,0.01,"Top Layer",,,
SENSOR9-IN,32.274478,16.832965,32.274478,16.878579,0.01,"Top Layer",,,
AUX2-IN,32.413254,17.862575,32.413991,17.861839,0.009842,"Top Layer",,,
SENSOR-5V,31.904491,17.702099,32.111142,17.702099,0.019685,"Top Layer",,,
SENSOR-5V,32.111435,17.702392,32.112417,17.701411,0.019685,"Top Layer",,,
SENSOR-5V,32.112417,17.701411,32.163389,17.701411,0.019685,"Top Layer",,,
SENSOR-5V,32.163389,17.701411,32.16437,17.70043,0.019685,"Top Layer",,,
AUX2-IN,32.413254,17.862575,32.413254,17.914454,0.009842,"Top Layer",,,
AUX2-IN,32.413254,17.861102,32.413991,17.861839,0.009842,"Top Layer",,,
5V,31.869221,15.678938,31.960432,15.678938,0.019685,"Top Layer",,,
5V,31.865286,15.675003,31.869221,15.678938,0.027559,"Top Layer",,,
5V,31.861011,15.679278,31.865286,15.675003,0.027559,"Top Layer",,,
5V,31.960688,16.589987,31.961736,16.591035,0.019685,"Top Layer",,,
5V,31.960688,16.553289,31.960688,16.589987,0.019685,"Top Layer",,,
5V,31.95964,16.552241,31.960688,16.553289,0.019685,"Top Layer",,,
5V,31.861011,15.427,31.861011,15.679278,0.027559,"Top Layer",,,
3V3,31.960512,17.03874,32.03185,17.03874,0.011811,"Top Layer",,,
3V3,31.753225,16.148717,31.963465,16.148717,0.011811,"Top Layer",,,
3V3,30.848332,17.879778,31.041043,17.687067,0.011811,"Top Layer",,,
3V3,30.848332,17.879778,30.848332,18.036463,0.011811,"Top Layer",,,
3V3,30.614179,18.034004,30.845874,18.034004,0.011811,"Top Layer",,,
3V3,30.845874,18.034004,30.848332,18.036463,0.011811,"Top Layer",,,
3V3,30.712828,17.712398,30.715551,17.715121,0.011811,"Top Layer",,,
3V3,30.715551,17.715121,30.715551,17.774537,0.011811,"Top Layer",,,
3V3,30.332227,17.714081,30.333661,17.715515,0.011811,"Top Layer",,,
3V3,30.333661,17.715515,30.333661,17.782123,0.011811,"Top Layer",,,
3V3,31.662244,17.27496,31.732324,17.27496,0.011811,"Top Layer",,,
3V3,31.662244,17.341697,31.662873,17.342326,0.011811,"Top Layer",,,
3V3,31.662244,17.27496,31.662244,17.341697,0.011811,"Top Layer",,,
NetJ11_1,30.856254,17.030225,30.87401,17.012469,0.01,"Top Layer",,,
NetJ11_5,31.013204,16.970711,31.013204,16.970711,0.01,"Top Layer",,,
NetJ11_5,31.013204,16.970711,31.113461,17.070967,0.01,"Top Layer",,,
CON-IO1,30.629544,17.131076,30.629544,17.41789,0.01,"Top Layer",,,
CON-IO1,30.712971,17.501317,30.712971,17.594144,0.01,"Top Layer",,,
CON-IO1,30.629544,17.41789,30.712971,17.501317,0.01,"Top Layer",,,
CON-IO2,30.542992,17.131259,30.542992,17.454726,0.01,"Top Layer",,,
CON-IO2,30.589436,17.50117,30.589436,17.594288,0.01,"Top Layer",,,
CON-IO2,30.542992,17.454726,30.589436,17.50117,0.01,"Top Layer",,,
CON-IO3,30.328312,17.386901,30.328312,17.592055,0.01,"Top Layer",,,
CON-IO3,30.328312,17.132856,30.328312,17.321733,0.01,"Top Layer",,,
CON-IO3,30.328312,17.592055,30.332227,17.59597,0.01,"Top Layer",,,
CON-IO4,30.254238,17.132856,30.254238,17.386643,0.01,"Top Layer",,,
CON-IO4,30.20812,17.492847,30.20812,17.594002,0.01,"Top Layer",,,
CON-IO4,30.254238,17.386643,30.254238,17.446729,0.01,"Top Layer",,,
CON-IO4,30.20812,17.492847,30.254238,17.446729,0.01,"Top Layer",,,
CON-IO4,30.11065,17.795922,30.348732,18.034004,0.01,"Top Layer",,,
CON-IO4,30.11065,17.630414,30.147062,17.594002,0.01,"Top Layer",,,
CON-IO4,30.11065,17.630414,30.11065,17.795922,0.01,"Top Layer",,,
CON-IO4,30.348732,18.034004,30.414179,18.034004,0.01,"Top Layer",,,
CON-IO4,30.147062,17.594002,30.20812,17.594002,0.01,"Top Layer",,,
CON-IO1,30.614179,17.934004,30.682093,17.934004,0.01,"Top Layer",,,
CON-IO1,30.804413,17.611555,30.804413,17.811685,0.01,"Top Layer",,,
CON-IO1,30.682093,17.934004,30.804413,17.811685,0.01,"Top Layer",,,
CON-IO2,30.475182,17.633554,30.475182,17.890502,0.01,"Top Layer",,,
CON-IO2,30.514179,17.929499,30.514179,17.934004,0.01,"Top Layer",,,
CON-IO2,30.475182,17.890502,30.514179,17.929499,0.01,"Top Layer",,,
CON-IO3,30.404427,17.59597,30.444013,17.635557,0.01,"Top Layer",,,
CON-IO3,30.332227,17.59597,30.404427,17.59597,0.01,"Top Layer",,,
CON-IO3,30.444013,17.635557,30.444013,17.889848,0.01,"Top Layer",,,
CON-IO3,30.414179,17.919682,30.444013,17.889848,0.01,"Top Layer",,,
CON-IO3,30.414179,17.919682,30.414179,17.934004,0.01,"Top Layer",,,
CON-IO2,30.475182,17.633554,30.514448,17.594288,0.01,"Top Layer",,,
CON-IO2,30.514448,17.594288,30.514448,17.594288,0.01,"Top Layer",,,
CON-IO2,30.514448,17.594288,30.589436,17.594288,0.01,"Top Layer",,,
CON-IO1,30.712971,17.594144,30.787002,17.594144,0.01,"Top Layer",,,
CON-IO1,30.787002,17.594144,30.804413,17.611555,0.01,"Top Layer",,,
3V3,30.589436,17.712398,30.712828,17.712398,0.011811,"Top Layer",,,
3V3,30.20812,17.712112,30.210088,17.714081,0.011811,"Top Layer",,,
GPIO1,30.629544,16.89503,30.629544,17.064147,0.01,"Top Layer",,,
GPIO2,30.542992,16.953743,30.542992,17.06433,0.01,"Top Layer",,,
GPIO2,30.542992,16.953743,30.679138,16.817597,0.01,"Top Layer",,,
GPIO3,30.428243,16.901114,30.540965,16.901114,0.01,"Top Layer",,,
GPIO3,30.328312,17.001045,30.328312,17.065927,0.01,"Top Layer",,,
GPIO3,30.328312,17.001045,30.428243,16.901114,0.01,"Top Layer",,,
GPIO4,30.379191,16.877431,30.536808,16.877431,0.01,"Top Layer",,,
GPIO4,30.254238,17.002384,30.254238,17.065927,0.01,"Top Layer",,,
GPIO4,30.254238,17.002384,30.379191,16.877431,0.01,"Top Layer",,,
2V5,31.880509,17.15685,31.960512,17.15685,0.011811,"Top Layer",,,
2V5,31.877952,17.154293,31.880509,17.15685,0.011811,"Top Layer",,,
2V5,31.880394,16.900945,31.960512,16.900945,0.011811,"Top Layer",,,
2V5,31.961533,16.365252,31.961533,16.450212,0.011811,"Top Layer",,,
2V5,31.95964,16.448319,31.961533,16.450212,0.011811,"Top Layer",,,
2V5,31.879648,16.448319,31.95964,16.448319,0.011811,"Top Layer",,,
2V5,31.881117,16.247142,31.963465,16.247142,0.011811,"Top Layer",,,
2V5,31.880876,16.2469,31.881117,16.247142,0.011811,"Top Layer",,,
2V5,31.881082,16.109347,31.963465,16.109347,0.011811,"Top Layer",,,
2V5,31.880876,16.109552,31.881082,16.109347,0.011811,"Top Layer",,,
2V5,31.880876,15.991236,31.963465,15.991236,0.011811,"Top Layer",,,
2V5,31.879648,17.255275,31.960512,17.255275,0.011811,"Top Layer",,,
2V5,31.877952,17.253579,31.879648,17.255275,0.011811,"Top Layer",,,
3V3,31.662244,17.176535,31.73216,17.176535,0.011811,"Top Layer",,,
3V3,31.73216,17.176535,31.733288,17.177662,0.011811,"Top Layer",,,
3V3,31.662244,17.058425,31.734961,17.058425,0.011811,"Top Layer",,,
3V3,31.662244,16.920629,31.733539,16.920629,0.011811,"Top Layer",,,
3V3,31.665197,16.384937,31.733539,16.384937,0.011811,"Top Layer",,,
3V3,31.665197,16.286512,31.733539,16.286512,0.011811,"Top Layer",,,
3V3,31.665197,16.168402,31.733539,16.168402,0.011811,"Top Layer",,,
3V3,31.665197,16.030606,31.733539,16.030606,0.011811,"Top Layer",,,
3V3,31.733539,16.030606,31.734252,16.031318,0.011811,"Top Layer",,,
VDD,30.823789,15.968814,30.872465,15.968814,0.01,"Top Layer",,,
VDD,30.903187,15.999536,30.903187,16.08548,0.01,"Top Layer",,,
VDD,30.872465,15.968814,30.903187,15.999536,0.01,"Top Layer",,,
VDD,31.0443,16.229724,31.047431,16.229724,0.01,"Top Layer",,,
VDD,30.999285,16.274739,31.0443,16.229724,0.01,"Top Layer",,,
VDD,31.305512,16.678403,31.354539,16.72743,0.01,"Top Layer",,,
VDD,31.354539,16.72743,31.354539,16.733883,0.01,"Top Layer",,,
SELECT,31.662244,16.822204,31.663386,16.822204,0.009842,"Top Layer",,,
SELECT,31.663386,16.822204,31.66437,16.82122,0.009842,"Top Layer",,,
SELECT,31.66437,16.793933,31.66437,16.82122,0.009842,"Top Layer",,,
SELECT,31.041043,16.31619,31.041043,16.316498,0.009842,"Top Layer",,,
SELECT,31.041043,16.31619,31.133858,16.223375,0.009842,"Top Layer",,,
SELECT,31.133858,16.223067,31.133858,16.223375,0.009842,"Top Layer",,,
24V,30.092107,16.644612,30.092107,16.692203,0.023622,"Top Layer",,,
24V,29.988262,16.796048,30.092107,16.692203,0.023622,"Top Layer",,,
24V,29.766535,16.795991,29.766624,16.795902,0.023622,"Top Layer",,,
24V,29.766624,16.795902,29.824803,16.795902,0.023622,"Top Layer",,,
NetR3_1,31.002323,15.728739,31.002323,15.790981,0.009842,"Top Layer",,,
NetR5_1,31.066299,15.728739,31.066299,15.790981,0.009842,"Top Layer",,,
NetR3_1,31.002323,15.790981,31.02559,15.814248,0.009842,"Top Layer",,,
NetR5_1,31.043307,15.813973,31.066299,15.790981,0.009842,"Top Layer",,,
NetR5_2,31.066299,15.639094,31.066299,15.66181,0.01,"Top Layer",,,
NetR5_2,31.04563,15.618424,31.066299,15.639094,0.01,"Top Layer",,,
NetR5_2,31.04563,15.563385,31.04563,15.618424,0.01,"Top Layer",,,
NetR3_2,31.025945,15.563385,31.025945,15.616535,0.007874,"Top Layer",,,
NetR3_2,31.002323,15.640157,31.002323,15.66181,0.007874,"Top Layer",,,
NetR3_2,31.002323,15.640157,31.025945,15.616535,0.007874,"Top Layer",,,
NetD2_2,30.695841,15.44134,30.725623,15.471122,0.007874,"Top Layer",,,
NetD2_2,30.4748,15.44134,30.695841,15.44134,0.007874,"Top Layer",,,
NetD2_2,30.725623,15.471122,30.753564,15.471122,0.007874,"Top Layer",,,
NetD2_2,30.753564,15.471122,30.754291,15.471849,0.007874,"Top Layer",,,
NetD2_3,30.584367,15.476773,30.58929,15.471849,0.007874,"Top Layer",,,
NetD2_3,30.58929,15.471849,30.66374,15.471849,0.007874,"Top Layer",,,
NetD2_3,30.690394,15.471849,30.715079,15.496534,0.007874,"Top Layer",,,
NetD2_3,30.715079,15.496534,30.781278,15.496534,0.007874,"Top Layer",,,
NetD2_3,30.781278,15.496534,30.781356,15.496456,0.007874,"Top Layer",,,
NetD2_3,30.781356,15.496456,30.939331,15.496456,0.007874,"Top Layer",,,
NetD2_3,30.66374,15.471849,30.690394,15.471849,0.007874,"Top Layer",,,
NetD2_2,30.754291,15.471849,30.780945,15.471849,0.007874,"Top Layer",,,
NetD2_2,30.780945,15.471849,30.785866,15.476771,0.007874,"Top Layer",,,
NetD2_2,30.785866,15.476771,30.939331,15.476771,0.007874,"Top Layer",,,
VCC-5V,30.997402,15.23366,30.997402,15.337904,0.009842,"Top Layer",,,
NetR4_2,30.808372,15.278185,30.80941,15.279223,0.007874,"Top Layer",,,
NetR4_2,30.761811,15.278185,30.808372,15.278185,0.007874,"Top Layer",,,
VCC-5V,30.995667,15.231926,30.997402,15.23366,0.009842,"Top Layer",,,
VCC-5V,30.956693,15.231926,30.995667,15.231926,0.009842,"Top Layer",,,
NetTX1_1,31.092874,15.457085,31.12437,15.457085,0.007874,"Top Layer",,,
NetTX1_1,31.12437,15.457085,31.185394,15.518109,0.007874,"Top Layer",,,
NetRX1_1,31.092874,15.4374,31.183425,15.4374,0.007874,"Top Layer",,,
NetRX1_1,31.183425,15.4374,31.185394,15.439369,0.007874,"Top Layer",,,
3V3,32.03185,17.03874,32.032835,17.037755,0.011811,"Top Layer",,,
3V3,31.59189,16.920629,31.662244,16.920629,0.011811,"Top Layer",,,
3V3,31.589921,16.918661,31.59189,16.920629,0.011811,"Top Layer",,,
3V3,31.59189,17.058425,31.662244,17.058425,0.011811,"Top Layer",,,
3V3,31.589921,17.056456,31.59189,17.058425,0.011811,"Top Layer",,,
3V3,31.59189,17.176535,31.662244,17.176535,0.011811,"Top Layer",,,
3V3,31.589921,17.174567,31.59189,17.176535,0.011811,"Top Layer",,,
2V5,31.960512,17.255275,31.960512,17.27496,0.011811,"Top Layer",,,
2V5,31.960512,17.137165,31.960512,17.15685,0.011811,"Top Layer",,,
2V5,31.960512,16.99937,31.960512,17.019055,0.011811,"Top Layer",,,
2V5,31.960512,16.88126,31.960512,16.900945,0.011811,"Top Layer",,,
2V5,31.963465,15.991236,31.963465,16.010921,0.011811,"Top Layer",,,
2V5,31.963465,16.109347,31.963465,16.129032,0.011811,"Top Layer",,,
2V5,31.963465,16.247142,31.963465,16.266827,0.011811,"Top Layer",,,
2V5,31.961533,16.365252,31.963465,16.365252,0.011811,"Top Layer",,,
2V5,31.961736,16.450415,31.961736,16.516232,0.011811,"Top Layer",,,
2V5,31.961533,16.450212,31.961736,16.450415,0.011811,"Top Layer",,,
5V,31.961736,16.591035,32.070004,16.591035,0.019685,"Top Layer",,,
5V,31.961658,16.657215,31.961697,16.657176,0.019685,"Top Layer",,,
5V,31.961697,16.591075,31.961697,16.657176,0.019685,"Top Layer",,,
3V3,31.665197,16.384937,31.665197,16.45285,0.011811,"Top Layer",,,
3V3,31.592706,16.286512,31.665197,16.286512,0.011811,"Top Layer",,,
3V3,31.592609,16.286415,31.592706,16.286512,0.011811,"Top Layer",,,
3V3,31.593613,16.030606,31.665197,16.030606,0.011811,"Top Layer",,,
3V3,31.593613,16.030606,31.593613,16.030606,0.011811,"Top Layer",,,
3V3,31.592628,16.167417,31.593613,16.168402,0.011811,"Top Layer",,,
3V3,31.593613,16.168402,31.665197,16.168402,0.011811,"Top Layer",,,
3V3,32.035542,16.148717,32.035542,16.148717,0.011811,"Top Layer",,,
SENSOR7,32.551536,15.941771,32.577126,15.941771,0.009842,"Top Layer",,,
SENSOR6,32.679488,15.941771,32.705079,15.941771,0.009842,"Top Layer",,,
NetR22_2,32.244834,16.352908,32.308788,16.352908,0.009842,"Top Layer",,,
NetR22_2,32.244321,16.352395,32.244834,16.352908,0.009842,"Top Layer",,,
NetR23_2,32.372659,16.352092,32.436635,16.352092,0.009842,"Top Layer",,,
NetR23_2,32.436635,16.352092,32.436635,16.352092,0.009842,"Top Layer",,,
NetR22_2,32.308788,16.352908,32.308788,16.375546,0.009842,"Top Layer",,,
NetR22_2,32.308788,16.375546,32.315315,16.382072,0.009842,"Top Layer",,,
NetR22_2,32.315315,16.382072,32.315315,16.431929,0.009842,"Top Layer",,,
NetR23_2,32.372659,16.352092,32.372659,16.374729,0.009842,"Top Layer",,,
NetR23_2,32.366496,16.380892,32.372659,16.374729,0.009842,"Top Layer",,,
NetR23_2,32.366496,16.380892,32.366496,16.431929,0.009842,"Top Layer",,,
NetR15_2,32.212464,16.764232,32.276282,16.764232,0.009842,"Top Layer",,,
NetR15_2,32.212167,16.763935,32.212464,16.764232,0.009842,"Top Layer",,,
NetR14_2,32.405996,16.765977,32.472926,16.765977,0.009842,"Top Layer",,,
NetR14_2,32.405012,16.764993,32.405996,16.765977,0.009842,"Top Layer",,,
NetR15_2,32.276282,16.741594,32.276282,16.764232,0.009842,"Top Layer",,,
NetR15_2,32.276282,16.741594,32.315315,16.702561,0.009842,"Top Layer",,,
NetR15_2,32.315315,16.663267,32.315315,16.702561,0.009842,"Top Layer",,,
NetR14_2,32.405012,16.742355,32.405012,16.764993,0.009842,"Top Layer",,,
NetR14_2,32.366496,16.703839,32.405012,16.742355,0.009842,"Top Layer",,,
NetR14_2,32.366496,16.663267,32.366496,16.703839,0.009842,"Top Layer",,,
3V3,32.340906,16.663267,32.340906,16.765375,0.011811,"Top Layer",,,
NetR17_2,32.223275,17.794764,32.286239,17.794764,0.009842,"Top Layer",,,
NetR17_2,32.222683,17.794172,32.223275,17.794764,0.009842,"Top Layer",,,
NetR16_2,32.477231,17.794173,32.478215,17.793189,0.009842,"Top Layer",,,
NetR16_2,32.413254,17.794173,32.477231,17.794173,0.009842,"Top Layer",,,
NetR17_2,32.286239,17.772126,32.286239,17.794764,0.009842,"Top Layer",,,
NetR17_2,32.286239,17.772126,32.324173,17.734191,0.009842,"Top Layer",,,
NetR17_2,32.324173,17.695275,32.324173,17.734191,0.009842,"Top Layer",,,
NetR16_2,32.413254,17.771535,32.413254,17.794173,0.009842,"Top Layer",,,
NetR16_2,32.375355,17.733636,32.413254,17.771535,0.009842,"Top Layer",,,
NetR16_2,32.375355,17.695275,32.375355,17.733636,0.009842,"Top Layer",,,
3V3,32.349764,17.695275,32.349764,17.795157,0.011811,"Top Layer",,,
NetR24_2,32.315813,17.362086,32.315813,17.362086,0.009842,"Top Layer",,,
NetR24_2,32.251837,17.362086,32.315813,17.362086,0.009842,"Top Layer",,,
NetR25_2,32.379789,17.362086,32.44475,17.362086,0.009842,"Top Layer",,,
NetR24_2,32.315813,17.362086,32.315813,17.384724,0.009842,"Top Layer",,,
NetR24_2,32.315813,17.384724,32.324173,17.393084,0.009842,"Top Layer",,,
NetR24_2,32.324173,17.393084,32.324173,17.463937,0.009842,"Top Layer",,,
NetR25_2,32.379789,17.362086,32.379789,17.384724,0.009842,"Top Layer",,,
NetR25_2,32.375355,17.389159,32.379789,17.384724,0.009842,"Top Layer",,,
NetR25_2,32.375355,17.389159,32.375355,17.463937,0.009842,"Top Layer",,,
NetR33_2,32.575062,17.293868,32.575062,17.293868,0.009842,"Top Layer",,,
NetR33_2,32.510102,17.293868,32.575062,17.293868,0.009842,"Top Layer",,,
NetR32_2,32.764873,17.293247,32.765257,17.293631,0.009842,"Top Layer",,,
NetR32_2,32.702125,17.293247,32.764873,17.293247,0.009842,"Top Layer",,,
NetR33_2,32.575062,17.271231,32.575062,17.293868,0.009842,"Top Layer",,,
NetR32_2,32.702125,17.27053,32.702125,17.293247,0.01,"Top Layer",,,
NetR40_2,32.538928,16.832047,32.602017,16.832047,0.009842,"Top Layer",,,
NetR40_2,32.538564,16.832411,32.538928,16.832047,0.009842,"Top Layer",,,
NetR41_2,32.729799,16.832047,32.729808,16.832056,0.009842,"Top Layer",,,
NetR41_2,32.665994,16.832047,32.729799,16.832047,0.009842,"Top Layer",,,
NetR40_2,32.602017,16.832047,32.602017,16.854684,0.009842,"Top Layer",,,
